t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID
-975,50.0,6371.2,64.280,25.720,32.610,,,,,58.400,4.181,26,""
-975,50.0,6371.2,60.229,29.771,34.948,,,,,67.700,4.011,9156,""
-968,144.0,6371.2,36.590,53.410,8.420,41.400,8.624,74.900,2.247,,,13005,""
-966,57.0,6371.2,57.640,32.360,-111.090,2.100,4.069,49.600,2.637,,,8568,""
-963,50.0,6371.2,60.229,29.771,34.948,,,,,70.200,4.011,9150,""
-963,50.0,6371.2,60.229,29.771,34.948,,,,,73.400,4.011,9151,""
-963,50.0,6371.2,47.450,42.550,26.780,18.600,5.822,67.100,2.265,,,9669,""
-960,50.0,6371.2,57.640,32.360,-111.080,12.200,3.893,45.700,2.719,,,8654,""
-960,80.0,6371.2,61.932,28.068,-15.655,9.700,3.361,45.200,2.369,51.300,3.615,10724,""
-959,50.0,6371.2,60.229,29.771,34.948,,,,,83.600,3.448,9149,""
-955,50.0,6371.2,51.910,38.090,67.850,,,,,76.300,5.073,3020,""
-954,99.0,6371.2,64.500,25.500,77.000,,,,,48.000,6.556,2757,""
-953,50.0,6371.2,60.229,29.771,34.948,,,,,78.400,4.290,9148,""
-950,150.0,6371.2,47.000,43.000,44.000,,,20.500,2.347,66.720,6.625,1817,""
-950,50.0,6371.2,56.983,33.017,35.568,,,,,66.200,4.110,12366,""
-950,50.0,6371.2,56.983,33.017,35.568,,,,,77.300,4.382,12367,""
-950,50.0,6371.2,56.983,33.017,35.568,,,,,64.800,4.110,12368,""
-950,50.0,6371.2,56.983,33.017,35.568,,,,,65.900,4.382,12369,""
-950,50.0,6371.2,48.000,42.000,43.000,,,,,67.000,4.663,2144,""
-950,150.0,6371.2,48.000,42.000,43.000,,,,,53.000,4.310,2145,""
-950,50.0,6371.2,48.200,41.800,45.800,,,,,66.000,4.475,2152,""
-950,50.0,6371.2,46.260,43.740,26.740,17.200,6.390,71.200,2.059,75.590,3.731,9582,""
-950,50.0,6371.2,44.335,45.665,3.189,,,,,57.900,6.416,11180,""
-950,50.0,6371.2,44.335,45.665,3.189,,,,,69.200,6.524,11181,""
-950,50.0,6371.2,47.700,42.300,45.500,-9.000,9.177,68.000,3.438,68.600,5.155,1723,""
-950,50.0,6371.2,60.229,29.771,34.948,,,,,71.300,4.290,9147,""
-950,50.0,6371.2,48.000,42.000,43.000,,,,,66.000,4.296,1478,""
-950,150.0,6371.2,48.000,42.000,43.000,,,,,62.000,4.221,1479,""
-950,150.0,6371.2,48.200,41.800,44.800,,,42.400,3.438,48.800,4.981,1755,""
-950,150.0,6371.2,48.200,41.800,44.800,,,58.000,3.438,62.900,5.285,1756,""
-950,50.0,6371.2,56.743,33.257,35.580,16.600,5.373,65.500,2.228,,,12018,""
-942,50.0,6371.2,60.229,29.771,34.948,,,,,71.200,3.514,9146,""
-940,50.0,6371.2,58.437,31.563,34.687,,,,,69.400,7.837,11423,""
-940,50.0,6371.2,58.437,31.563,34.687,,,,,60.600,6.111,11424,""
-940,50.0,6371.2,58.437,31.563,34.687,,,,,59.100,6.111,11425,""
-940,50.0,6371.2,58.437,31.563,34.687,,,,,76.100,6.111,11426,""
-940,50.0,6371.2,51.910,38.090,67.850,,,,,77.200,5.110,3021,""
-939,50.0,6371.2,55.000,35.000,25.000,,,,,49.400,11.274,2729,""
-935,115.0,6371.2,106.300,-16.300,167.500,,,,,39.370,4.702,8716,""
-935,175.0,6371.2,39.760,50.240,-5.300,11.500,4.856,61.100,2.347,,,6054,""
-933,50.0,6371.2,60.229,29.771,34.948,,,,,76.300,4.011,9144,""
-932,50.0,6371.2,60.229,29.771,34.948,,,,,68.800,4.290,9143,""
-931,50.0,6371.2,60.229,29.771,34.948,,,,,76.100,3.309,9145,""
-930,70.0,6371.2,52.000,38.000,58.000,,,,,69.800,5.981,3022,""
-925,125.0,6371.2,41.900,48.100,11.400,,,,,66.000,5.826,10788,""
-925,50.0,6371.2,44.335,45.665,3.189,,,,,61.600,6.607,11178,""
-925,50.0,6371.2,44.335,45.665,3.189,,,,,66.500,6.416,11179,""
-924,50.0,6371.2,52.000,38.000,23.700,,,,,47.800,8.587,1354,""
-921,116.0,6371.2,37.980,52.020,10.580,5.900,6.081,67.300,2.347,,,13008,""
-920,50.0,6371.2,57.900,32.100,118.700,,,,,63.600,8.496,681,""
-920,50.0,6371.2,64.280,25.720,32.610,,,,,31.500,5.999,184,""
-920,60.0,6371.2,61.923,28.077,-15.657,9.400,3.434,44.800,2.436,59.200,3.961,10723,""
-919,50.0,6371.2,60.229,29.771,34.948,,,,,71.000,3.142,9141,""
-918,50.0,6371.2,60.229,29.771,34.948,,,,,65.800,3.255,9140,""
-918,50.0,6371.2,60.229,29.771,34.948,,,,,73.900,4.290,9142,""
-916,83.0,6371.2,36.590,53.410,8.420,43.200,6.368,66.800,2.509,,,12996,""
-916,83.0,6371.2,36.590,53.410,8.420,15.200,6.491,69.200,2.305,52.870,4.085,12997,""
-915,50.0,6371.2,37.980,52.020,10.580,41.600,8.135,66.600,3.231,,,13011,""
-912,78.0,6371.2,61.923,28.077,-15.666,10.000,3.052,43.100,2.228,,,10430,""
-910,58.0,6371.2,43.110,46.890,15.450,31.800,6.464,69.300,2.285,,,12944,""
-910,50.0,6371.2,60.229,29.771,34.948,,,,,64.700,4.290,9138,""
-908,50.0,6371.2,60.229,29.771,34.948,,,,,72.200,3.327,9136,""
-907,50.0,6371.2,60.229,29.771,34.948,,,,,69.100,4.011,9135,""
-907,50.0,6371.2,60.229,29.771,34.948,,,,,72.400,4.011,9137,""
-900,50.0,6371.2,57.415,32.585,35.184,2.900,6.197,60.600,3.042,,,12043,""
-900,50.0,6371.2,57.415,32.585,35.184,-1.700,6.509,66.100,2.637,,,12044,""
-900,100.0,6371.2,58.300,31.700,34.847,5.400,6.178,63.600,2.747,,,12048,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,15.100,4.015,13093,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,29.500,3.716,13094,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,27.700,4.015,13095,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,26.800,3.716,13096,""
-900,100.0,6371.2,70.700,19.300,-98.200,4.700,2.534,36.900,2.027,,,11049,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,25.300,4.015,13097,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,22.500,3.716,13098,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,29.900,3.716,13099,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,31.300,4.555,13100,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,30.800,4.015,13101,""
-900,200.0,6371.2,71.323,18.677,-98.771,,,,,37.100,2.944,13102,""
-900,100.0,6371.2,75.390,14.610,-90.530,,,,,40.500,10.485,8301,""
-900,50.0,6371.2,57.415,32.585,35.184,,,,,74.700,4.370,12399,""
-900,50.0,6371.2,57.415,32.585,35.184,,,,,67.800,3.317,12400,""
-900,50.0,6371.2,53.350,36.650,126.558,,,,,70.920,3.502,11637,""
-900,100.0,6371.2,45.640,44.360,-121.990,,,,,57.700,4.721,894,""
-900,50.0,6371.2,57.415,32.585,35.184,,,,,68.700,4.370,12423,""
-900,50.0,6371.2,57.415,32.585,35.184,,,,,64.100,3.180,12424,""
-900,50.0,6371.2,57.415,32.585,35.184,18.400,6.316,66.100,2.559,,,12427,""
-900,50.0,6371.2,57.415,32.585,35.184,1.300,8.030,74.500,2.146,,,12428,""
-900,100.0,6371.2,45.700,44.300,-122.000,6.300,5.282,49.400,3.438,,,5265,""
-900,100.0,6371.2,48.090,41.910,44.247,,,,,89.600,3.514,12435,""
-900,100.0,6371.2,48.090,41.910,44.247,,,,,86.000,3.528,12436,""
-900,100.0,6371.2,48.090,41.910,44.247,,,,,91.100,4.392,12437,""
-900,100.0,6371.2,48.000,42.000,43.000,,,,,70.000,4.176,1480,""
-900,100.0,6371.2,44.800,45.200,20.100,19.190,7.909,68.720,2.870,70.720,4.061,9420,""
-900,200.0,6371.2,48.780,41.220,-6.950,,,,,53.100,4.370,11468,""
-900,100.0,6371.2,47.500,42.500,25.700,20.300,7.254,66.000,2.951,68.980,4.312,9421,""
-900,200.0,6371.2,48.780,41.220,-6.950,18.600,4.312,58.000,2.285,,,11213,""
-900,100.0,6371.2,48.200,41.800,44.700,,,45.200,3.438,77.400,4.186,1753,""
-900,100.0,6371.2,48.200,41.800,44.700,-27.800,6.875,60.000,3.438,62.900,5.285,1754,""
-900,100.0,6371.2,55.000,35.000,135.900,,,,,43.300,6.951,2529,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,62.800,3.663,8124,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,57.000,4.315,8125,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,80.300,7.511,8126,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,67.200,3.663,8127,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,110.200,5.456,8128,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,75.200,4.822,8129,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,60.800,4.650,8130,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,77.500,5.128,8131,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,58.500,6.558,8132,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,59.700,4.822,8133,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,91.000,4.894,8134,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,67.400,6.586,8135,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,85.100,8.426,8136,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,129.700,11.925,8137,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,73.400,4.822,8138,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,75.200,8.159,8139,""
-899,83.0,6371.2,59.319,30.681,35.437,,,,,73.100,3.466,8140,""
-899,128.0,6371.2,59.000,31.000,104.200,,,,,55.000,7.055,2311,""
-899,128.0,6371.2,59.000,31.000,101.700,,,,,61.000,7.685,2312,""
-899,128.0,6371.2,50.400,39.600,115.100,,,64.700,2.664,,,5520,""
-899,128.0,6371.2,59.470,30.530,111.380,,,,,38.000,4.818,736,""
-899,128.0,6371.2,55.833,34.167,108.950,-21.200,4.322,60.000,2.161,,,5352,""
-895,95.0,6371.2,75.200,14.800,-61.200,6.900,2.648,27.600,2.347,,,5004,""
-894,50.0,6371.2,60.229,29.771,34.948,,,,,81.400,3.142,9132,""
-892,50.0,6371.2,60.229,29.771,34.948,,,,,81.500,4.290,9133,""
-890,60.0,6371.2,70.490,19.510,-155.830,,,,,89.630,8.335,3592,""
-890,60.0,6371.2,70.490,19.510,-155.830,,,,,54.970,4.571,3593,""
-890,90.0,6371.2,106.300,-16.300,167.500,,,,,35.190,2.656,8715,""
-890,50.0,6371.2,60.229,29.771,34.948,,,,,104.200,4.367,9134,""
-889,84.0,6371.2,36.590,53.410,8.420,41.200,7.686,71.700,2.413,,,13001,""
-880,90.0,6371.2,48.500,41.500,-121.500,-1.300,5.261,49.200,3.438,,,5264,""
-878,50.0,6371.2,57.660,32.340,-111.070,6.200,2.901,43.500,2.104,,,8616,""
-876,100.0,6371.2,36.000,54.000,107.500,,,,,67.600,9.289,2273,""
-875,50.0,6371.2,52.000,38.000,23.700,,,,,57.000,8.587,2832,""
-875,75.0,6371.2,41.900,48.100,11.400,,,,,57.100,4.019,10789,""
-875,75.0,6371.2,41.900,48.100,11.400,,,,,49.000,4.062,10790,""
-875,75.0,6371.2,43.110,46.890,15.450,18.700,8.100,71.000,2.637,,,12945,""
-875,75.0,6371.2,44.335,45.665,3.189,,,,,59.700,6.442,11182,""
-875,75.0,6371.2,37.980,52.020,10.580,33.300,8.357,70.400,2.803,,,13009,""
-875,75.0,6371.2,37.980,52.020,10.580,26.500,6.832,66.800,2.691,,,13010,""
-870,50.0,6371.2,52.000,38.000,67.000,,,,,70.400,4.170,3023,""
-869,50.0,6371.2,52.000,38.000,23.700,,,,,49.800,8.587,1355,""
-865,50.0,6371.2,74.590,15.410,-5.510,,,,,42.710,3.648,8847,""
-865,50.0,6371.2,51.910,38.090,67.850,,,,,73.700,5.436,3024,""
-860,180.0,6371.2,65.917,24.083,32.530,,,,,66.300,3.849,10868,""
-860,120.0,6371.2,65.917,24.083,32.530,,,,,66.600,3.849,10869,""
-860,120.0,6371.2,64.283,25.717,32.600,,,,,66.700,3.894,10884,""
-860,110.0,6371.2,45.600,44.400,-122.000,2.700,5.359,50.100,3.438,,,5263,""
-850,50.0,6371.2,57.415,32.585,35.184,0.200,5.559,57.200,3.011,,,12042,""
-850,50.0,6371.2,57.415,32.585,35.184,25.000,5.900,65.100,2.484,,,12046,""
-850,50.0,6371.2,57.415,32.585,35.184,7.500,7.131,70.600,2.369,,,12047,""
-850,50.0,6371.2,52.100,37.900,22.900,,,,,49.000,8.585,2833,""
-850,50.0,6371.2,58.300,31.700,34.847,3.600,5.292,65.900,2.161,,,12049,""
-850,50.0,6371.2,58.300,31.700,34.847,-3.200,5.212,62.700,2.391,,,12050,""
-850,50.0,6371.2,57.415,32.585,35.184,12.900,5.042,61.100,2.436,,,12059,""
-850,50.0,6371.2,56.983,33.017,35.568,,,,,64.400,4.110,12361,""
-850,50.0,6371.2,56.983,33.017,35.568,,,,,72.000,3.162,12362,""
-850,50.0,6371.2,56.983,33.017,35.568,,,,,57.100,3.475,12363,""
-850,50.0,6371.2,56.983,33.017,35.568,,,,,68.600,3.355,12364,""
-850,50.0,6371.2,56.983,33.017,35.568,,,,,75.800,4.382,12365,""
-850,50.0,6371.2,48.100,41.900,42.200,,,,,34.000,6.417,2153,""
-850,50.0,6371.2,47.700,42.300,45.500,,,,,53.000,7.418,2154,""
-850,50.0,6371.2,48.100,41.900,41.800,,,,,54.000,5.606,2155,""
-850,150.0,6371.2,38.670,51.330,-2.000,42.900,6.746,70.200,2.285,,,6265,""
-850,50.0,6371.2,57.415,32.585,35.184,-2.300,6.906,61.800,3.263,,,12429,""
-850,150.0,6371.2,36.590,53.410,8.420,,,,,36.680,6.583,13987,""
-850,150.0,6371.2,34.000,56.000,109.000,,,,,63.600,7.565,2222,""
